#{"t_start": 1668550789.767045, "env_id": "nnMeta-v40"}
r,l,t
16914.0,13,79.053602
19239.0,14,79.062006
19926.0,15,79.070721
21245.0,16,79.079169
22755.0,17,79.087942
23764.0,18,79.096351
25356.0,19,79.105508
26304.0,20,79.115209
28236.0,21,79.124287
28369.0,22,79.13306
29670.0,23,79.141431
30295.0,24,79.150212
32438.0,25,79.159146
34388.0,26,79.168253
36713.0,27,79.176928
2221.0,1,79.186379
3060.0,2,79.19537
3958.0,3,79.205055
4828.0,4,79.215752
5576.0,5,79.225589
7069.0,6,79.2362
9017.0,7,79.246247
9379.0,8,79.257061
10127.0,9,79.267939
533.0,1,79.281297
1228.0,2,79.293364
2961.0,3,79.30326
3413.0,4,79.313165
4239.0,5,79.322492
4539.0,6,79.332326
6190.0,7,79.341312
6929.0,8,79.354242
7383.0,9,79.364569
7535.0,10,79.3745
8322.0,11,79.384474
9617.0,12,79.394231
10093.0,13,79.403772
11643.0,14,79.413256
13907.0,15,79.423775
14734.0,16,79.433526
16933.0,17,79.442693
17119.0,18,79.452705
17327.0,19,79.461926
19024.0,20,79.471436
21176.0,21,79.482013
21205.0,22,79.491036
23127.0,23,79.500381
25335.0,24,79.509344
25909.0,25,79.51824
26565.0,26,79.527325
28508.0,27,79.536484
29642.0,28,79.545593
30425.0,29,79.554368
30711.0,30,79.562705
32841.0,31,79.571575
32942.0,32,79.580691
33088.0,33,79.590505
33134.0,34,79.600873
34594.0,35,79.610589
35848.0,36,79.62217
37101.0,37,79.634122
39148.0,38,79.644592
40139.0,39,79.656144
41668.0,40,79.669418
42000.0,41,79.681252
43464.0,42,79.693357
43743.0,43,79.704417
44033.0,44,79.716444
46110.0,45,79.72859
47494.0,46,79.741149
48050.0,47,79.760595
50153.0,48,79.775124
864.0,1,79.793338
1466.0,2,79.811457
1752.0,3,79.827383
3761.0,4,79.83866
5269.0,5,79.854907
6624.0,6,79.868945
7627.0,7,79.882399
7857.0,8,79.893086
8868.0,9,79.903649
9102.0,10,79.916101
10301.0,11,79.925923
12012.0,12,79.934909
12614.0,13,79.943439
1420.0,1,79.952849
1958.0,2,79.962088
3850.0,3,79.973078
4927.0,4,79.98403
5219.0,5,79.994139
6672.0,6,80.005145
7616.0,7,80.016489
9205.0,8,80.026791
10672.0,9,80.036234
11737.0,10,80.045809
13772.0,11,80.054736
13845.0,12,80.06389
15192.0,13,80.072271
15759.0,14,80.081583
17808.0,15,80.090461
17980.0,16,80.099819
18138.0,17,80.108409
19362.0,18,80.117785
21236.0,19,80.126458
22361.0,20,80.135278
22919.0,21,80.149196
23097.0,22,80.162342
24332.0,23,80.17725
25516.0,24,80.189045
27846.0,25,80.201552
29852.0,26,80.218767
31138.0,27,80.235894
32786.0,28,80.251132
34616.0,29,80.266612
36793.0,30,80.281335
37116.0,31,80.296763
39010.0,32,80.311971
40522.0,33,80.333299
42686.0,34,80.349681
44566.0,35,80.370329
45940.0,36,80.385899
47152.0,37,80.403343
48703.0,38,80.417166
50600.0,39,80.428436
51917.0,40,80.44022
53960.0,41,80.454809
55471.0,42,80.46706
56562.0,43,80.482035
58868.0,44,80.497437
59932.0,45,80.50976
60688.0,46,80.524027
61731.0,47,80.535972
63148.0,48,80.551053
962.0,1,80.562057
3024.0,2,80.573819
3648.0,3,80.585014
3857.0,4,80.59534
4737.0,5,80.606618
6491.0,6,80.616916
7863.0,7,80.625683
9739.0,8,80.634731
11972.0,9,80.643336
13866.0,10,80.654907
15320.0,11,80.672614
17369.0,12,80.701361
18032.0,13,80.722433
19524.0,14,80.741538
19978.0,15,80.751248
20734.0,16,80.75986
23053.0,17,80.76916
23568.0,18,80.777726
25104.0,19,80.78715
26501.0,20,80.796498
27774.0,21,80.805619
29623.0,22,80.814646
31409.0,23,80.825238
31787.0,24,80.836096
32532.0,25,80.848536
34241.0,26,80.861278
34486.0,27,80.872498
35780.0,28,80.885719
36314.0,29,80.897151
36662.0,30,80.907124
38429.0,31,80.919494
40356.0,32,80.932032
40823.0,33,80.942424
41740.0,34,80.954721
42898.0,35,80.966792
43018.0,36,80.976322
43757.0,37,80.988641
44477.0,38,81.00042
45238.0,39,81.010542
45426.0,40,81.022307
47230.0,41,81.034693
48631.0,42,81.045222
48917.0,43,81.057111
49880.0,44,81.069436
51939.0,45,81.080831
53317.0,46,81.090803
54328.0,47,81.100927
55292.0,48,81.110597
486.0,1,81.123429
2646.0,2,81.135327
4301.0,3,81.145465
5342.0,4,81.157951
6211.0,5,81.170101
8240.0,6,81.181667
8332.0,7,81.193895
9439.0,8,81.205244
10578.0,9,81.21759
11205.0,10,81.228982
12529.0,11,81.240373
nan,12,81.25259
nan,13,81.264558
nan,14,81.273819
nan,15,81.283699
nan,16,81.292753
nan,17,81.302377
nan,18,81.311219
nan,19,81.321604
nan,20,81.331166
nan,21,81.339582
nan,22,81.34978
nan,23,81.358676
nan,24,81.368012
nan,25,81.376275
nan,26,81.38583
nan,27,81.39438
nan,28,81.403501
nan,29,81.41322
nan,30,81.424883
nan,31,81.437333
nan,32,81.448589
nan,33,81.459986
nan,34,81.472823
nan,35,81.485608
nan,36,81.495471
nan,37,81.506305
nan,38,81.519004
nan,39,81.529399
nan,40,81.538524
nan,41,81.548121
nan,42,81.559763
nan,43,81.570884
nan,44,81.582034
nan,45,81.592802
nan,46,81.602449
nan,47,81.611591
nan,48,81.621173
1636.0,1,81.630377
3056.0,2,81.639031
3695.0,3,81.648204
5668.0,4,81.657731
7909.0,5,81.667638
9758.0,6,81.676377
11368.0,7,81.686118
13660.0,8,81.695337
14068.0,9,81.704574
14621.0,10,81.714729
15026.0,11,81.724001
16831.0,12,81.734079
17220.0,13,81.74266
17394.0,14,81.752923
19584.0,15,81.761607
20175.0,16,81.771136
20791.0,17,81.780728
21302.0,18,81.790685
22057.0,19,81.802024
23731.0,20,81.812884
23794.0,21,81.825461
24383.0,22,81.839343
25058.0,23,81.853432
25106.0,24,81.867059
25851.0,25,81.876683
25867.0,26,81.88655
26488.0,27,81.896789
26580.0,28,81.90649
28495.0,29,81.916599
28917.0,30,81.926702
28974.0,31,81.936451
30631.0,32,81.948697
31332.0,33,81.957992
32590.0,34,81.967485
34081.0,35,81.976826
34872.0,36,81.987038
35812.0,37,81.999217
35939.0,38,82.008619
37988.0,39,82.018894
38582.0,40,82.028507
38833.0,41,82.038511
40392.0,42,82.047773
41070.0,43,82.056321
41945.0,44,82.067234
43509.0,45,82.076611
44488.0,46,82.086661
45545.0,47,82.096322
46763.0,48,82.105978
485.0,1,82.117033
537.0,2,82.127313
676.0,3,82.137531
2923.0,4,82.148049
3841.0,5,82.157567
5958.0,6,82.166667
7553.0,7,82.175132
9429.0,8,82.183844
10434.0,9,82.192318
10627.0,10,82.20205
10842.0,11,82.210862
13091.0,12,82.223646
13730.0,13,82.236674
14453.0,14,82.248241
14790.0,15,82.259547
15991.0,16,82.293886
18179.0,17,82.305074
19681.0,18,82.315969
19943.0,19,82.327748
21311.0,20,82.336979
22238.0,21,82.345831
24299.0,22,82.355859
25962.0,23,82.365816
26280.0,24,82.374458
27226.0,25,82.384657
27599.0,26,82.39429
29700.0,27,82.403649
31290.0,28,82.413278
32463.0,29,82.422845
32573.0,30,82.434241
34640.0,31,82.443532
34805.0,32,82.459363
35903.0,33,82.471245
36732.0,34,82.483654
37060.0,35,82.49519
39100.0,36,82.506831
40553.0,37,82.517144
42020.0,38,82.5268
44126.0,39,82.537239
45110.0,40,82.5475
46595.0,41,82.557699
47105.0,42,82.56813
48698.0,43,82.578648
49490.0,44,82.589163
50465.0,45,82.599904
52053.0,46,82.609186
52783.0,47,82.618271
53824.0,48,82.627411
1565.0,1,82.63648
2735.0,2,82.645165
3317.0,3,82.654158
4656.0,4,82.663277
6755.0,5,82.672351
8206.0,6,82.681721
8935.0,7,82.690808
10036.0,8,82.700029
11637.0,9,82.708698
11949.0,10,82.717651
12614.0,11,82.726568
14752.0,12,82.73532
15880.0,13,82.743738
16790.0,14,82.752182
19115.0,15,82.76122
20240.0,16,82.769832
21489.0,17,82.778149
22516.0,18,82.786892
23929.0,19,82.7953
26241.0,20,82.803916
26978.0,21,82.812174
29054.0,22,82.820875
30967.0,23,82.829404
32381.0,24,82.837934
32546.0,25,82.846759
33341.0,26,82.855194
34014.0,27,82.863953
34242.0,28,82.872243
34288.0,29,82.881103
35269.0,30,82.889979
36349.0,31,82.898913
37461.0,32,82.907387
37866.0,33,82.916523
39673.0,34,82.925332
40305.0,35,82.933959
42543.0,36,82.9423
44351.0,37,82.950981
46216.0,38,82.959355
48207.0,39,82.968025
48616.0,40,82.976779
50900.0,41,82.985565
51163.0,42,82.994516
52103.0,43,83.002985
53519.0,44,83.011895
54921.0,45,83.021334
57194.0,46,83.030203
57972.0,47,83.038958
59935.0,48,83.047813
2138.0,1,83.056989
2918.0,2,83.066129
4918.0,3,83.074793
5062.0,4,83.083604
7058.0,5,83.092048
7811.0,6,83.100643
8689.0,7,83.10917
8843.0,8,83.119331
10214.0,9,83.129556
10244.0,10,83.142903
11848.0,11,83.158354
13054.0,12,83.170842
14296.0,13,83.182932
14911.0,14,83.195935
17231.0,15,83.208723
17694.0,16,83.222785
18911.0,17,83.23798
19135.0,18,83.255227
19381.0,19,83.272306
19738.0,20,83.284294
19826.0,21,83.296368
21463.0,22,83.31316
23671.0,23,83.326812
25425.0,24,83.338957
26079.0,25,83.349874
27651.0,26,83.360133
27724.0,27,83.370414
28000.0,28,83.380858
28082.0,29,83.390685
28751.0,30,83.406417
30870.0,31,83.42342
31727.0,32,83.437682
33173.0,33,83.451444
33455.0,34,83.46681
35385.0,35,83.478155
37660.0,36,83.491787
39296.0,37,83.502767
40815.0,38,83.512012
42147.0,39,83.522936
43626.0,40,83.533531
45554.0,41,83.543089
47067.0,42,83.553947
47689.0,43,83.565087
49209.0,44,83.574517
50259.0,45,83.59416
50888.0,46,83.608165
51270.0,47,83.624242
52617.0,48,83.638066
529.0,1,83.65994
638.0,2,83.675052
909.0,3,83.689356
2490.0,4,83.702927
4154.0,5,83.716111
5399.0,6,83.727766
6909.0,7,83.738336
8772.0,8,83.752378
10467.0,9,83.76692
11298.0,10,83.778944
11399.0,11,83.790921
13228.0,12,83.801867
15330.0,13,83.81168
17128.0,14,83.822298
19093.0,15,83.833178
20245.0,16,83.842553
21199.0,17,83.853648
22908.0,18,83.864078
22929.0,19,83.873873
23345.0,20,83.887646
23740.0,21,83.901738
24187.0,22,83.91652
24915.0,23,83.928513
24925.0,24,83.940023
26732.0,25,83.953594
26735.0,26,83.967241
27708.0,27,83.97674
28301.0,28,83.987291
29008.0,29,83.997213
30668.0,30,84.006347
32336.0,31,84.019521
34186.0,32,84.030945
36166.0,33,84.041529
36238.0,34,84.054624
37224.0,35,84.066886
38728.0,36,84.078394
40415.0,37,84.095422
41796.0,38,84.109075
43573.0,39,84.123742
45492.0,40,84.135567
45637.0,41,84.146098
46933.0,42,84.157051
48046.0,43,84.167061
48234.0,44,84.176144
49200.0,45,84.186286
50033.0,46,84.195712
51590.0,47,84.213082
53157.0,48,84.221813
48.0,1,84.231384
2330.0,2,84.240089
4623.0,3,84.249151
5900.0,4,84.25747
7246.0,5,84.266337
8646.0,6,84.274744
9292.0,7,84.284332
11340.0,8,84.292966
13503.0,9,84.30188
13698.0,10,84.310191
14018.0,11,84.318952
15056.0,12,84.327545
15967.0,13,84.336646
17718.0,14,84.345373
18533.0,15,84.354948
19344.0,16,84.363989
21657.0,17,84.372786
22970.0,18,84.381891
23875.0,19,84.391674
24426.0,20,84.401493
26121.0,21,84.412672
26462.0,22,84.4233
27706.0,23,84.433423
29095.0,24,84.443254
30889.0,25,84.453534
32600.0,26,84.463503
34362.0,27,84.47336
34547.0,28,84.483882
35930.0,29,84.500981
37671.0,30,84.523776
38999.0,31,84.543551
40097.0,32,84.564256
40129.0,33,84.57483
40821.0,34,84.585595
42655.0,35,84.596008
44724.0,36,84.605788
46395.0,37,84.616343
47120.0,38,84.625998
48080.0,39,84.63625
48667.0,40,84.645726
49221.0,41,84.656518
50911.0,42,84.666801
51638.0,43,84.676233
52257.0,44,84.687098
54375.0,45,84.699208
56054.0,46,84.711062
56406.0,47,84.727111
56420.0,48,84.737493
556.0,1,84.748767
1096.0,2,84.760242
1501.0,3,84.769816
2482.0,4,84.778783
3518.0,5,84.788637
3737.0,6,84.798954
3933.0,7,84.808745
5529.0,8,84.818983
6205.0,9,84.827895
7673.0,10,84.836874
7936.0,11,84.845341
8486.0,12,84.854698
10735.0,13,84.863778
12048.0,14,84.872328
12273.0,15,84.881415
12384.0,16,84.889787
13151.0,17,84.898536
14522.0,18,84.907161
16597.0,19,84.915966
18770.0,20,84.924392
19038.0,21,84.933121
20526.0,22,84.942538
21563.0,23,84.951275
23508.0,24,84.959782
24206.0,25,84.968249
24672.0,26,84.976661
26053.0,27,84.985706
28341.0,28,84.994142
28568.0,29,85.002981
30642.0,30,85.011591
31892.0,31,85.020685
33037.0,32,85.030056
33751.0,33,85.039023
35660.0,34,85.048424
37595.0,35,85.057034
37877.0,36,85.065834
38941.0,37,85.074467
40230.0,38,85.083533
41476.0,39,85.092231
42885.0,40,85.10101
43576.0,41,85.109989
45168.0,42,85.119321
46924.0,43,85.129374
47391.0,44,85.138657
48550.0,45,85.148909
48836.0,46,85.159749
51036.0,47,85.171406
52823.0,48,85.182696
375.0,1,85.193321
396.0,2,85.202727
786.0,3,85.21107
1679.0,4,85.221192
2980.0,5,85.23349
3709.0,6,85.24309
3885.0,7,85.255329
4687.0,8,85.265277
4786.0,9,85.273912
6037.0,10,85.285021
8080.0,11,85.294478
8198.0,12,85.303956
8455.0,13,85.314744
9577.0,14,85.323945
10956.0,15,85.332952
13242.0,16,85.342096
13405.0,17,85.351048
14555.0,18,85.359518
16638.0,19,85.368131
18142.0,20,85.377164
18865.0,21,85.387483
20002.0,22,85.397551
20933.0,23,85.406927
22458.0,24,85.417492
23563.0,25,85.427466
24460.0,26,85.437525
25290.0,27,85.449133
27591.0,28,85.460646
29406.0,29,85.472366
31630.0,30,85.484625
33577.0,31,85.49579
33929.0,32,85.509396
35722.0,33,85.520861
37038.0,34,85.531134
38065.0,35,85.540144
38240.0,36,85.550503
40530.0,37,85.559726
41604.0,38,85.572244
43165.0,39,85.584715
44655.0,40,85.597416
45127.0,41,85.6067
45895.0,42,85.619184
47440.0,43,85.629223
49718.0,44,85.639251
49977.0,45,85.651333
50680.0,46,85.665193
52065.0,47,85.676571
52781.0,48,85.689827
1019.0,1,85.701468
1169.0,2,85.711816
1935.0,3,85.72355
1968.0,4,85.735185
2090.0,5,85.745255
2536.0,6,85.757897
3741.0,7,85.771281
5363.0,8,85.783249
6916.0,9,85.79489
9038.0,10,85.806426
10598.0,11,85.816276
11236.0,12,85.825398
11670.0,13,85.836654
12236.0,14,85.849011
13915.0,15,85.862677
14352.0,16,85.874144
16303.0,17,85.884812
18371.0,18,85.893528
19657.0,19,85.902464
21003.0,20,85.911528
22051.0,21,85.922847
23261.0,22,85.934644
24184.0,23,85.944197
24831.0,24,85.95583
26574.0,25,85.965535
28072.0,26,85.974337
28254.0,27,85.984622
29882.0,28,85.993954
31934.0,29,86.00309
33875.0,30,86.012183
34787.0,31,86.022066
36135.0,32,86.034103
36565.0,33,86.043753
36812.0,34,86.056228
37910.0,35,86.06685
39793.0,36,86.075201
41932.0,37,86.085133
42043.0,38,86.094376
44036.0,39,86.10543
44281.0,40,86.117918
44955.0,41,86.1301
46032.0,42,86.141389
46357.0,43,86.154128
47730.0,44,86.167925
49308.0,45,86.178116
51130.0,46,86.191269
51865.0,47,86.204114
52669.0,48,86.21518
1911.0,1,86.227547
3970.0,2,86.238107
6155.0,3,86.247755
7732.0,4,86.257452
8597.0,5,86.267021
10789.0,6,86.275602
12450.0,7,86.285703
13617.0,8,86.294635
14205.0,9,86.30475
16145.0,10,86.315473
16162.0,11,86.325026
18091.0,12,86.334822
19439.0,13,86.345813
20198.0,14,86.357793
20840.0,15,86.369316
22058.0,16,86.381672
24269.0,17,86.393908
24948.0,18,86.403694
27019.0,19,86.413357
27033.0,20,86.422619
27747.0,21,86.433098
28400.0,22,86.441855
29039.0,23,86.45205
29209.0,24,86.461204
31014.0,25,86.470233
31215.0,26,86.47933
32571.0,27,86.488316
34646.0,28,86.497355
36904.0,29,86.506518
38305.0,30,86.515283
39164.0,31,86.525517
39562.0,32,86.534947
39877.0,33,86.545226
40982.0,34,86.55647
42046.0,35,86.566571
43136.0,36,86.577039
44464.0,37,86.587486
44829.0,38,86.597401
46680.0,39,86.607315
48471.0,40,86.61776
50407.0,41,86.62759
51889.0,42,86.637252
53056.0,43,86.647296
508.0,1,86.656322
1949.0,2,86.665174
3627.0,3,86.673728
5358.0,4,86.683345
6795.0,5,86.693143
8719.0,6,86.702848
9936.0,7,86.712641
10893.0,8,86.721494
12388.0,9,86.730496
14227.0,10,86.738948
14300.0,11,86.748282
15223.0,12,86.756962
16184.0,13,86.766196
16903.0,14,86.774824
18880.0,15,86.783629
19097.0,16,86.792491
21200.0,17,86.801377
22134.0,18,86.810033
22376.0,19,86.819331
22853.0,20,86.828367
23630.0,21,86.838502
24263.0,22,86.848253
24681.0,23,86.857199
25343.0,24,86.866346
27391.0,25,86.874876
28648.0,26,86.884006
28805.0,27,86.89303
29738.0,28,86.901649
31888.0,29,86.91051
33927.0,30,86.919045
34614.0,31,86.92729
35218.0,32,86.936672
37101.0,33,86.946341
37421.0,34,86.956076
39660.0,35,86.965084
40648.0,36,86.973625
42934.0,37,86.982775
43613.0,38,86.991175
44840.0,39,86.999837
45084.0,40,87.007939
47344.0,41,87.017868
48838.0,42,87.026954
48866.0,43,87.036104
49019.0,44,87.045074
49657.0,45,87.054726
51521.0,46,87.06518
51643.0,47,87.073911
53915.0,48,87.083674
1614.0,1,87.092613
3339.0,2,87.102908
3991.0,3,87.114648
5375.0,4,87.125707
7057.0,5,87.137311
8419.0,6,87.148947
8505.0,7,87.160148
8882.0,8,87.171355
8932.0,9,87.183013
9662.0,10,87.193201
10078.0,11,87.20269
12145.0,12,87.211975
13928.0,13,87.221469
14299.0,14,87.230726
16597.0,15,87.23938
16695.0,16,87.248937
17562.0,17,87.257797
17623.0,18,87.267375
19359.0,19,87.276184
20550.0,20,87.286355
22382.0,21,87.294823
23056.0,22,87.304099
25122.0,23,87.313102
25270.0,24,87.321511
27270.0,25,87.33051
27863.0,26,87.339046
29692.0,27,87.348475
nan,28,87.357211
nan,29,87.366454
nan,30,87.374958
nan,31,87.384025
nan,32,87.392811
nan,33,87.401956
nan,34,87.410747
nan,35,87.419797
nan,36,87.430352
nan,37,87.440041
nan,38,87.450175
nan,39,87.459934
nan,40,87.469833
nan,41,87.47988
nan,42,87.48997
nan,43,87.500496
nan,44,87.510994
nan,45,87.521349
nan,46,87.532244
nan,47,87.541109
nan,48,87.549941
2072.0,1,87.558955
3634.0,2,87.568244
5277.0,3,87.577301
6487.0,4,87.587309
6992.0,5,87.597822
8537.0,6,87.606396
10621.0,7,87.615327
11533.0,8,87.623865
13063.0,9,87.632858
14544.0,10,87.641617
15621.0,11,87.650215
16800.0,12,87.658692
18197.0,13,87.667441
18363.0,14,87.676784
19561.0,15,87.686663
20566.0,16,87.696651
22554.0,17,87.706114
22967.0,18,87.71526
24818.0,19,87.723876
24991.0,20,87.732959
26141.0,21,87.741787
26945.0,22,87.751529
28659.0,23,87.761285
30864.0,24,87.77095
32043.0,25,87.781176
1826.0,1,87.790948
3406.0,2,87.801408
3836.0,3,87.810732
5528.0,4,87.819777
7679.0,5,87.828166
9639.0,6,87.836759
11443.0,7,87.845286
13501.0,8,87.854049
13789.0,9,87.862426
16046.0,10,87.871264
16945.0,11,87.881684
18409.0,12,87.891426
19365.0,13,87.901474
20914.0,14,87.911146
23076.0,15,87.92146
23896.0,16,87.931235
25387.0,17,87.94012
26446.0,18,87.94939
27431.0,19,87.958478
27671.0,20,87.967332
28039.0,21,87.975831
29191.0,22,87.985144
29350.0,23,87.994556
30281.0,24,88.004945
30462.0,25,88.015555
30576.0,26,88.024906
31510.0,27,88.034151
32903.0,28,88.042816
33616.0,29,88.051771
35200.0,30,88.060579
35318.0,31,88.069568
36139.0,32,88.078231
37071.0,33,88.087684
37441.0,34,88.097075
38782.0,35,88.106185
40487.0,36,88.115782
40498.0,37,88.124481
42060.0,38,88.133678
44183.0,39,88.142173
45983.0,40,88.151053
46077.0,41,88.160026
48092.0,42,88.168854
48822.0,43,88.177491
49302.0,44,88.186787
51302.0,45,88.196474
52498.0,46,88.205294
52876.0,47,88.214747
53199.0,48,88.224075
1824.0,1,88.238004
2808.0,2,88.251376
4155.0,3,88.265201
4894.0,4,88.278454
4938.0,5,88.29
5861.0,6,88.300162
7411.0,7,88.310037
9464.0,8,88.320287
9568.0,9,88.330661
10217.0,10,88.340674
11309.0,11,88.351286
13163.0,12,88.360598
14995.0,13,88.369563
16829.0,14,88.378076
17464.0,15,88.387111
17548.0,16,88.395577
18828.0,17,88.405682
19061.0,18,88.415993
20617.0,19,88.425546
22100.0,20,88.435391
23374.0,21,88.444436
25168.0,22,88.453382
25936.0,23,88.461891
27425.0,24,88.470622
29622.0,25,88.479459
31912.0,26,88.487884
32649.0,27,88.496706
34442.0,28,88.505205
36224.0,29,88.514158
38370.0,30,88.523253
38400.0,31,88.532442
39654.0,32,88.540674
41478.0,33,88.549515
2124.0,1,88.558297
2696.0,2,88.567488
4315.0,3,88.575927
5486.0,4,88.584707
6297.0,5,88.593304
6600.0,6,88.602103
6813.0,7,88.610532
7634.0,8,88.619302
9166.0,9,88.627723
9489.0,10,88.636302
9987.0,11,88.645085
10962.0,12,88.656501
11058.0,13,88.668422
11584.0,14,88.678706
13896.0,15,88.689001
14892.0,16,88.698998
15230.0,17,88.707635
17558.0,18,88.717964
19519.0,19,88.727233
19604.0,20,88.736536
20122.0,21,88.74577
21292.0,22,88.755162
22142.0,23,88.765147
22468.0,24,88.773818
24115.0,25,88.783658
25521.0,26,88.793171
27176.0,27,88.803206
27603.0,28,88.814275
28164.0,29,88.82521
29366.0,30,88.83576
30078.0,31,88.847195
31730.0,32,88.858261
32623.0,33,88.869803
33441.0,34,88.881523
33813.0,35,88.896804
34086.0,36,88.9064
36332.0,37,88.916939
37721.0,38,88.926542
37960.0,39,88.936319
